"x","y"
0.655904334271327,"Democrat"
0.242490655742586,"Democrat"
0.766623626695946,"Democrat"
0.593175081769004,"Democrat"
0.271587373223156,"Democrat"
0.544610772747546,"Democrat"
0.567996009020135,"Democrat"
0.846476463135332,"Democrat"
0.0705718433018774,"Democrat"
0.870481491787359,"Democrat"
0.010950688039884,"Democrat"
0.347691672388464,"Democrat"
0.880820135120302,"Democrat"
0.269149488769472,"Democrat"
0.0542547674849629,"Democrat"
0.507879325887188,"Democrat"
0.983121494762599,"Democrat"
0.262524813180789,"Democrat"
0.312013027723879,"Democrat"
0.602220781380311,"Democrat"
0.55653757089749,"Democrat"
0.884076106129214,"Democrat"
0.836385067552328,"Democrat"
0.846991547849029,"Democrat"
0.545226545305923,"Democrat"
0.141875061905012,"Democrat"
0.118378347251564,"Democrat"
0.297685535857454,"Democrat"
0.537399019580334,"Democrat"
0.25488720042631,"Democrat"
0.473302708240226,"Democrat"
0.439001456601545,"Democrat"
0.502491472754627,"Democrat"
0.092137050582096,"Democrat"
0.789985453942791,"Democrat"
0.416152718476951,"Democrat"
0.563528366852552,"Democrat"
0.653726138873026,"Democrat"
0.63337379344739,"Democrat"
0.986632911255583,"Democrat"
0.815742464968935,"Democrat"
0.435521897161379,"Democrat"
0.968765781493858,"Democrat"
0.805265195900574,"Democrat"
0.0764378232415766,"Democrat"
0.963973776437342,"Democrat"
0.832026651827618,"Democrat"
0.718693554867059,"Democrat"
0.699587206123397,"Democrat"
0.172897373093292,"Democrat"
0.912100066198036,"Democrat"
0.383843926247209,"Democrat"
0.94633889105171,"Democrat"
0.572797381784767,"Democrat"
0.598766773939133,"Democrat"
0.722478002076969,"Democrat"
0.0245321101974696,"Democrat"
0.666618633782491,"Democrat"
0.352352557005361,"Democrat"
0.865268965717405,"Democrat"
0.922290242044255,"Democrat"
0.192590456921607,"Democrat"
0.128882531542331,"Democrat"
0.648590531200171,"Democrat"
0.141887499252334,"Democrat"
0.0525522197131068,"Democrat"
0.139034582534805,"Democrat"
0.957960460567847,"Democrat"
0.16345307813026,"Democrat"
0.8075243269559,"Democrat"
0.125593977980316,"Democrat"
0.919548119651154,"Democrat"
0.128426477313042,"Democrat"
0.39055254496634,"Democrat"
0.546233893372118,"Democrat"
0.87144541926682,"Democrat"
0.296229730825871,"Democrat"
0.265133696375415,"Democrat"
0.64777770312503,"Democrat"
0.505286610219628,"Democrat"
0.462518530897796,"Democrat"
