"x","y"
0.00618545734323561,"A"
0.924099299823865,"A"
0.572449057130143,"A"
0.188666774658486,"A"
0.76167181530036,"A"
0.955511602573097,"A"
0.542482401942834,"A"
0.493494164897129,"A"
0.616140510654077,"A"
0.469493683893234,"A"
0.879060595529154,"A"
0.606616738252342,"A"
0.184229069156572,"A"
0.722632632823661,"A"
0.870117580052465,"A"
0.503015387104824,"A"
0.418333835434169,"B"
0.416549128014594,"A"
0.304876276291907,"A"
0.295937136048451,"A"
0.989296838641167,"A"
0.546554738888517,"A"
0.960242531495169,"A"
0.833179725566879,"A"
0.573647215263918,"A"
0.531553125241771,"A"
0.783476496580988,"A"
0.306891578016803,"A"
0.402432720409706,"A"
0.532158034853637,"A"
0.462498195935041,"A"
0.417995417723432,"A"
0.644888143986464,"A"
0.960215376457199,"A"
0.695182200521231,"A"
0.818224311806262,"A"
0.259676952147856,"A"
0.765749706653878,"A"
0.487865299917758,"A"
0.40096219163388,"A"
0.714098734548315,"A"
0.373274612473324,"A"
0.928358135279268,"A"
0.612773834494874,"A"
0.832511485321447,"A"
0.464927678462118,"A"
0.790612310869619,"A"
0.831518066581339,"A"
0.568491518963128,"A"
0.634537938516587,"A"
0.802193846087903,"A"
0.894389776047319,"A"
0.709977253805846,"A"
0.102650865446776,"A"
0.993874262087047,"A"
0.197594359051436,"A"
0.724120152648538,"A"
0.223689362872392,"A"
0.261778517626226,"A"
0.123684193473309,"A"
0.0339166813064367,"A"
0.429778916062787,"A"
0.792273566359654,"A"
0.995615494670346,"A"
0.730257587041706,"A"
0.700587114086375,"A"
0.225251148222014,"A"
0.473961157724261,"A"
0.136608239030465,"A"
0.900409986963496,"A"
0.488005777820945,"A"
0.856177029199898,"A"
0.618540108203888,"A"
0.437752176774666,"A"
0.429812939139083,"A"
0.24660358345136,"A"
0.127689753193408,"A"
0.571951720863581,"A"
0.164716992061585,"A"
0.815326781244949,"A"
0.423069731565192,"A"
0.843196016270667,"A"
0.169985124841332,"A"
0.869534896919504,"A"
0.741466116858646,"A"
0.972544434480369,"A"
0.67887002043426,"A"
0.23430447676219,"A"
0.757234050659463,"A"
0.937829365255311,"A"
0.108779676491395,"A"
0.717121035326272,"A"
0.970241386210546,"A"
0.0145374294370413,"A"
0.0635494340676814,"A"
0.602925339248031,"A"
0.0756217141170055,"A"
0.341461471514776,"A"
0.429883463075384,"A"
0.904241919983178,"A"
0.567914280807599,"A"
0.13931194669567,"A"
0.574894628720358,"A"
0.952871381305158,"A"
0.883156161755323,"A"
0.603346050716937,"A"
0.276487204479054,"A"
0.0894310784060508,"A"
0.0651160168927163,"A"
0.310548508074135,"A"
0.965285604586825,"A"
0.944373957812786,"A"
0.40680657629855,"A"
0.210757294204086,"A"
0.439657777315006,"A"
0.651169280987233,"A"
0.641263112192973,"A"
0.390674994327128,"A"
0.174373520771042,"A"
0.626478998921812,"A"
0.964932857779786,"A"
0.503304564394057,"A"
0.571142964065075,"A"
0.984894483583048,"A"
0.479145993012935,"A"
0.352456067223102,"A"
0.200052396859974,"A"
0.951349805342034,"A"
0.696305565303192,"A"
0.807820118963718,"A"
0.01602743123658,"A"
0.0421559144742787,"A"
0.506068843184039,"A"
0.428502720082179,"A"
0.952413103310391,"A"
0.1255782765802,"A"
0.30521075706929,"A"
0.17198364646174,"A"
0.166442896705121,"A"
0.476300913374871,"A"
0.346134714782238,"A"
0.663527009310201,"A"
0.605753810610622,"A"
0.701826138421893,"A"
0.68054035725072,"A"
0.847897931933403,"A"
0.567012203158811,"A"
0.650083084590733,"A"
0.656697366153821,"A"
0.319912434788421,"A"
0.16521398932673,"A"
0.434182819444686,"A"
0.294561875751242,"A"
0.0265733972191811,"A"
0.627635800745338,"A"
0.150599423795938,"A"
0.551634291419759,"A"
0.547816055128351,"A"
0.131273499457166,"A"
0.455574254738167,"A"
0.794729270040989,"A"
0.319007796701044,"A"
0.249133162433282,"A"
0.389585856581107,"A"
0.488553994102404,"A"
0.342938189627603,"A"
0.233528971439227,"A"
0.823347587138414,"A"
0.325023594079539,"A"
0.0247852262109518,"A"
0.368111131712794,"A"
0.738822560291737,"A"
0.463975772960111,"A"
0.327974584652111,"A"
0.810200531501323,"A"
