"x","y","z"
-1.02780779769605,1.20261458035755,"A"
-1.83904043099914,2.4743267810967,"A"
-2.37824312847719,1.77615718338382,"A"
-0.861537342736713,1.16745786805083,"A"
-2.83110112949083,1.06961746330817,"A"
-1.82956029621247,1.89900967448061,"A"
-1.20790108575881,1.56866575025228,"A"
-2.43596023246946,3.2554622417766,"A"
-1.93601525141262,1.57372676587729,"A"
-1.74648836220911,2.21421896799567,"A"
-2.42176414892564,2.41788166555468,"A"
-2.45177213347576,2.05134107665287,"A"
-2.62353618239269,0.0804738854956168,"A"
-2.34287103012769,1.14302088010834,"A"
-1.59452916752202,0.833119346969318,"A"
-0.980008920386766,1.14142008623725,"A"
-3.02405165488993,0.799431322439295,"A"
-2.25584156350895,1.88965537342433,"A"
-2.70053961064105,0.585546515785809,"A"
-1.37531669538672,1.87752105672035,"A"
-3.14792811141693,1.00648286848376,"A"
-1.69825532817209,1.52222627761502,"A"
-1.90541217676584,2.33027475440753,"A"
-2.27131113473409,1.65918998658089,"A"
-3.14882161401547,1.3804801093222,"A"
-1.4405430001683,0.629631163563862,"A"
-3.25686073229742,0.0976334403301811,"A"
0.133583671314685,2.75078558847727,"A"
-0.726772427055754,0.891754764414074,"A"
-0.803291904398213,0.70522120596945,"A"
-0.654699977025736,0.0299713034826754,"A"
0.670329358149315,-0.353839437737968,"A"
-2.29606841825126,0.559709281857425,"A"
-2.84066359933877,1.85793928003198,"A"
-1.41519057991432,2.62534259884778,"A"
-2.09947496234037,1.86904569276406,"A"
-2.31819259252785,0.707586854820092,"A"
-0.281502449604453,0.996759577822275,"A"
-3.52191851922275,1.83468637283763,"A"
-2.59917304280097,1.01233214379306,"A"
-1.62213673316587,0.0716882640758822,"A"
-2.78236451884911,2.39405901997994,"A"
-1.82012726871837,1.11061602763129,"A"
-2.23677285704047,0.0917812584477553,"A"
-3.6237152742148,0.605352690206492,"A"
-1.83118652170487,-0.0484266473051589,"A"
-3.62892182714062,0.0833047311442292,"A"
-2.74924148007029,1.5802599009299,"A"
-3.79598552946902,1.78910596696031,"A"
-2.89482476052277,0.884851308942461,"A"
-0.795768769810657,-0.548748351153307,"B"
1.63103073604702,-1.3003848491777,"B"
-1.14890522275579,-0.62522783035467,"B"
0.591878086120324,-0.808274378011606,"B"
-0.100013214660463,-1.56541773000506,"B"
0.278868571395086,-0.38473579894034,"B"
0.201153733738096,-0.775690616722545,"B"
-1.13207524227801,-1.35436394023661,"B"
1.44962292117082,-1.27323268358412,"B"
-1.66078274817254,-1.28402742854008,"B"
-2.42376030066538,-0.415405034060357,"B"
-1.20842463408393,-0.835558895601875,"B"
-0.0168631188399356,-0.278536388888095,"B"
-1.3804428700385,-0.407041573646998,"B"
-0.443135814301993,-0.809214700814786,"B"
0.784537694570752,-0.950305009125206,"B"
0.146980221010397,-1.07372227851279,"B"
-0.91700838768195,-0.666511458893128,"B"
-1.48029084422944,-0.151515477591023,"B"
1.28419311464371,0.142283703292664,"B"
-0.575796749688022,-1.39134810714654,"B"
-1.62052674427032,-1.43408580809723,"B"
-0.227288504765629,-0.81603025754038,"B"
2.37015480230063,-1.19920004780788,"B"
-0.941908237208321,-1.38503171428086,"B"
-0.525072680600435,-1.27893079908142,"B"
0.692802688329208,-0.800484816438827,"B"
-0.0374084771255566,-1.74880385582633,"B"
-1.49877423177005,-1.10271700470736,"B"
-1.49206734428316,-1.225379893919,"B"
-0.618650911904624,-0.196061319911201,"B"
0.18202679262072,-0.358852969984564,"B"
0.139373983498908,-0.458671289028589,"B"
0.373298509410068,-1.64323669767557,"B"
-0.131674252971407,-0.645929632921195,"B"
-0.557307859305101,-1.02775430763487,"B"
-1.10662965016574,-1.11027760937819,"B"
-1.67684272677175,-1.11711071723011,"B"
-0.436076104610885,-2.03661698864062,"B"
-0.325995531669791,-1.11039195461271,"B"
1.44776626904212,-1.57707499377463,"B"
-0.923545110883398,-1.81510367975507,"B"
-0.75400828571951,-0.868008278982231,"B"
0.223627305845881,-0.661851156720478,"B"
0.314224191638924,-0.865105356687232,"B"
-0.814539402241036,-1.70861050213272,"B"
0.488724589246299,-0.734927166824946,"B"
0.701979737741038,-1.50821438181906,"B"
1.01867142427014,-0.822035604101012,"B"
-1.21899891338968,-2.14208196227931,"B"
1.75914472739894,1.62777398067244,"C"
1.89524539837852,-0.50376453977129,"C"
3.81137748859084,0.469945607033787,"C"
-1.11399094164869,0.349842511040494,"C"
1.70908704909697,-1.45961940387616,"C"
-0.330994632546359,0.516149697093678,"C"
0.366737218773098,-0.953704954857659,"C"
0.844366244500296,0.705992230381841,"C"
3.20583960954447,-0.634955690224013,"C"
0.97952580784855,0.860751851032184,"C"
1.58805738726849,-0.312301286846581,"C"
1.57594409862601,1.17977101786573,"C"
1.94946314824257,2.05822642064286,"C"
1.51040254083338,1.13169901168354,"C"
3.81262999832203,-0.175341018046487,"C"
-1.10155162670619,-0.438983825493058,"C"
3.04821689977369,0.164573369196017,"C"
1.63522547880181,0.0316346381380946,"C"
1.1457700584303,1.10532568019906,"C"
2.54319631591251,-1.53429927235183,"C"
0.842224837866285,0.930335656757842,"C"
2.45741578831991,-0.622155552465404,"C"
-0.196333699001154,-0.419157730972165,"C"
3.11255513469472,0.0928590382025125,"C"
0.993149616374896,-1.44948403845439,"C"
2.03433204003163,-0.0139623162933223,"C"
1.49389721729784,0.742107667230952,"C"
0.47038810751919,0.241642723499904,"C"
2.57429472573839,0.46178711786652,"C"
1.95543605737077,0.209119394469833,"C"
1.40065232474149,0.692442303942327,"C"
0.671772101103951,0.734681925328094,"C"
1.93826865071158,-0.698824230317575,"C"
2.59987238383283,0.885731503167207,"C"
1.32050076076372,0.582715641193127,"C"
2.2197354382695,2.57007218336588,"C"
1.16417116295706,-0.593432979269274,"C"
2.50140593377764,-0.581844508766306,"C"
2.74395852039862,-1.13467334532144,"C"
0.535475191563854,-0.740144383958629,"C"
1.63983415641566,-2.298626180131,"C"
1.93510610828555,-0.649349640888371,"C"
2.6513325188063,-0.806172335296602,"C"
3.77536452107743,-0.472350946483002,"C"
0.0894963884857836,0.243248362304778,"C"
0.203882277700912,0.459687424214174,"C"
1.39431146817162,0.940920865143829,"C"
1.37200549558464,0.842810636991208,"C"
0.247244412685948,-0.56170476728184,"C"
1.37629842281578,-1.41582887306633,"C"
