"x","y"
-2.03747203151573,3.28642441962882
-2.31569057058354,3.12631585845889
-4.39527434979947,4.27226677946852
-2.15035695436664,2.28153377868074
-3.44655721642722,2.54966137607529
-2.82519729983874,5.39745248004976
-2.92544882282627,3.01112918722089
-2.57183323502949,4.63356842140831
-2.97532501717386,1.56149335508548
-4.66747509758566,2.8094831979571
-2.26350403522656,3.37842390363683
-2.61397343165032,3.3000385452058
-3.26565162527822,1.99436374048916
-2.88185548895332,3.01925927462537
-2.86596135463154,1.92257934688802
-2.778980531439,3.71270332524428
-1.35915383402251,4.08477508986065
-3.21905037893348,0.775012303512587
-2.83193461611534,4.23569346230014
-1.83161612693091,1.75895550319151
-1.94581897662308,3.45476926898263
-1.85473688961964,3.65990263814261
-3.57746800105956,2.80011017189857
-0.997517269707171,2.35488604314021
-2.93329912906982,3.16532102124205
-1.13314815529314,3.43881870071445
-4.35090268603071,3.8833028199487
-2.97901641364576,0.947663016098047
-1.75008542903078,1.36362073194098
-3.7152421872228,4.43040234118818
-3.75268896821774,-1.95337115288845
-3.93853870360689,-2.56471105109232
-4.05251327933874,-2.28482159288894
-3.4371595331804,-2.082825082359
-2.66882082704102,-5.66092279846568
-5.01421049792072,-1.88972290336118
-2.78801956662771,-3.48498759656232
-1.76332495358343,-2.7693831693688
-0.962425981759565,-3.29515780088358
-1.69882400779941,-2.12803504592126
-2.24322523620404,-3.34847244895561
-4.72673039911433,-2.48149623411175
-3.60150670800678,-3.39068497863898
-3.35204645658262,-4.09278720910151
-2.29647609724311,-1.78998948955974
-3.10567133400377,-2.25909998872573
-4.25864862806017,-1.27573776084355
-1.31556429190589,-2.9348460674207
-2.08860870820404,-1.87499725417183
-2.76256972750897,-1.02458094598092
-1.78189138967419,-3.28148211503897
-4.33877428723497,-4.32295111275522
-2.3391797022102,-3.23935156713812
-3.52291237631342,-3.21404123998538
-2.31625447814929,-2.84831949549068
-3.06082195466007,-1.28769502268072
-2.36703928696855,-3.32614389250535
-1.66448238494061,-2.62699534419508
-2.9927099096831,-3.22768406489553
-1.98244136304791,-2.97954929147497
-1.18843403514798,0.314057663506262
-0.721604440436015,1.32821469603699
1.51921771138818,0.121318377490778
0.377387973023929,0.712842320031113
-2.05222282043373,0.778860029783535
-1.36403745208238,0.914773270855634
-0.200781015589121,-0.574394552184383
0.865779404334488,1.62688121419468
-0.101883255715222,-0.380956739294013
0.624187472020653,-0.105784167649752
0.959005377787825,1.40405026771417
1.67105482886294,1.29408390614558
0.0560167332749619,-1.08999187241124
-0.051981906180899,-0.873071000417463
-1.75323735914227,-1.35807905937061
0.0993275940878275,0.181847192619832
-0.571850057895563,0.164840867918466
-0.974009582804091,0.364114687355063
-0.17990623104754,0.552157714218558
1.01494317274366,-0.601892845985016
-1.99274848868858,-0.993698591098714
-0.427279287205429,1.0267850560749
0.116637283582706,0.751061302606323
-0.893207570054953,-1.5091665373287
0.333902942499225,-0.0951474508492868
0.411429920615731,-0.895947822756499
-0.0330361592759917,-2.07075107054196
-2.46589819376003,0.150120131188143
2.57145814586664,-0.0792117092585882
-0.205299257468199,-0.097369267513081
3.65119328158767,3.21615254180123
3.27376649103655,3.88246516439659
4.02467323481835,3.20559750448339
3.81765944637409,2.38356415712647
2.79020682877149,2.26520074807872
3.37816777220851,2.86819720695882
2.05459116887611,3.31001698657895
3.85692301089932,1.96031964729796
2.53896166111565,2.81569113115762
5.41677335378821,3.96726726016791
1.34895110431181,2.89171990876551
2.53601275703399,2.30157933240561
3.82537986275924,2.72405483157446
3.51013254687866,4.11464854536198
2.410518961485,3.55004396121414
2.00321925779248,4.23667580008161
3.1444757047107,3.13909785716177
2.98569258683309,3.41027509649042
1.20971876273594,2.44154308765187
3.03455106713385,3.60537066893033
3.19023031569246,2.49366645781076
3.17472639698184,1.57943449530426
1.94498295739732,3.12799296568413
3.47613327830263,4.94585121773144
4.37857013695924,3.80091433957306
3.45623640317981,4.16525338994626
1.86441152962566,3.35885572309315
2.5643545303081,2.39144282168378
3.34610361955361,2.79775914488972
2.35295436868173,2.72675189318807
0.842353664984723,-3.46869977978209
3.88425082002821,-2.29583271607028
2.17052238837548,-4.19736350236541
2.42643972923172,-2.13363386788723
4.50390060900454,-2.13584751377411
2.2258550703946,-4.19862235906875
3.8457315401893,-2.36050800209947
1.73931712118122,-0.569773347655492
2.64545759692602,-3.55721548194161
2.92644398086352,-2.15509575859193
1.83134857557564,-3.7822018456194
2.36525173509109,-1.8892885817972
2.97115844707169,-2.75017528007344
3.67069596873393,-1.34808460837684
1.34945345657489,-4.45897072853692
2.65024576078873,-3.05129788612536
3.75640643854548,-3.5269251761256
2.46119084002241,-3.1972648690763
3.22729192167294,-3.62957874268601
3.49222857006443,-3.833843580535
3.26783501533168,-2.42127762538355
3.65325767947138,-4.08758071407693
2.87729133902262,-1.51596906844372
2.58632348640788,-4.18620658531375
0.356851047971022,-2.89892084860472
2.90705898152053,-2.46701071317352
3.43028469635999,-2.41326466090737
3.53539884086815,-3.30174666386638
2.44472164868675,-2.9204980046716
4.77950290977515,-2.03873584819032
